Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city's water supply,Timescale,Magnitude,Risk description,Current population,Population year,City Location
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Declining water quality,Current,Serious,"Dangerous bacteria, pesticides, toxic chemicals, oil and grease, trash and other pollutants are deposited on our roadways and into Ballona Creek, Marina del Rey Harbor, and the ocean through our storm drains, by rain, and other runoff water. These pollutants harm fish and wildlife, cause illness and infections for swimmers and surfers, and make beaches unsafe. The State and Regional Water Quality Control Boards have implemented very strict pollution reduction regulations for storm water runoff. These regulations require Culver City to develop and implement programs to reduce and prevent water pollution.",39395,2016,"(34.02, -118.4)"
59653,"City of Manhattan Beach, CA",Manhattan Beach,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,NA,35881,2014,"(33.8889, -118.405)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"Increased water stress or scarcity: The Cityâ€™s water supply is supplied by the regional government, Metro Vancouver.  Reduced snowpack in winter could reduce storage in reservoirs, exacerbated by longer, hotter summers.",52898,2016,"(49.32, -123.072)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Declining water quality,Long-term,Serious,Declining water quality: Risks to water quality could occur to higher temperatures in the water reservoir and potential for increase contamination from pathogens.  This could result in increased chlorine residuals can increase the levels of Haloacetic acid and Trihalomethanes (THMs); longer than average exposure to THMs is an indicator of byproduct related cancer risk while chlorine residuals below 0.2 mg/l can potentially allow pathogenic organisms to multiply.,52898,2016,"(49.32, -123.072)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Serious,"De acordo com relatÃ³rio da AgÃªncia Nacional de Ãgua (ANA), jÃ¡ em 2015 hÃ¡ um apontamento da necessidade de uma nova matriz de captaÃ§Ã£o de recursos hÃ­dricos para o municÃ­pio",290752,2010,"(-23.9946, -46.2569)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Inadequate or ageing infrastructure,Long-term,Serious,Inadequate or aging infrastructure: Insufficient levels of maintenance and care can put the water system at risk. Water main cleaning is an essential component of the care that is required to maintain high quality drinking water. Planned replacement of aging pipes reduces the risk of water main breaks and the associated risk of contamination.,52898,2016,"(49.32, -123.072)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Increased water demand,Medium-term,Serious,Increased water demand: Increased populations in the future will require increased amounts of water usage. Insufficient storage can occur during dry summer months and periods of drought.,52898,2016,"(49.32, -123.072)"
59678,"City of Evanston, IL",Evanston,United States of America,North America,public,,2018,Declining water quality,Medium-term,Less Serious,"Yes. The EPA report states that there is concern for Lake Michigan water quantity and also water quality (A 1967 U.S. Supreme Court decree limits the amount of Illinois diversions of water from Lake Michigan, and currently Illinois is reaching its limit on that allocation). The Illinois EPA considers all surface water sources of community water supply to be susceptible to potential pollution problems. The very nature of surface water allows contaminants to migrate into the intakes with no protection, only dilution. This is the reason for mandatory treatment for all surface water supplies in Illinois. Evanston recognized the need for treatment long before these requirements came into effect. In fact, Evanston has operated a water treatment facility for over 100 years! To view a summary version of the completed Source Water Assessments, including: Importance of Source Water; Susceptibility to Contamination Determination; and documentation/recommendation of Source Water Protection Efforts, you may access the Illinois EPA website at http://dataservices.epa.illinois.gov/swap/factsheet.aspx All of Evanstonâ€™s water intakes which bring the lake water into the treatment plant, are located far enough offshore that shoreline impacts are not considered a factor on water quality. However, at certain times of the year the potential for contamination during wet-weather flow conditions exists due to the proximity of the North Shore Channel. In addition, the proximity to a major shipping lane adds to the susceptibility of these three intakes. Lake Michigan, as well as all the great lakes, has many different organizations and associations that are currently working to either maintain or improve water quality. The report further commends Evanstonâ€™s involvement in such organizations such as the West Shore Water Producerâ€™s Association, which leads to critical coordination regarding water quality issues that takes place between the utilities on the west shore of Lake Michigan.",75603,2015,"(42.0669, -87.6898)"
59678,"City of Evanston, IL",Evanston,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Serious,"Yes. The EPA report states that there is concern for Lake Michigan water quantity and also water quality (A 1967 U.S. Supreme Court decree limits the amount of Illinois diversions of water from Lake Michigan, and currently Illinois is reaching its limit on that allocation). The Illinois EPA considers all surface water sources of community water supply to be susceptible to potential pollution problems. The very nature of surface water allows contaminants to migrate into the intakes with no protection, only dilution. This is the reason for mandatory treatment for all surface water supplies in Illinois. Evanston recognized the need for treatment long before these requirements came into effect. In fact, Evanston has operated a water treatment facility for over 100 years! To view a summary version of the completed Source Water Assessments, including: Importance of Source Water; Susceptibility to Contamination Determination; and documentation/recommendation of Source Water Protection Efforts, you may access the Illinois EPA website at http://dataservices.epa.illinois.gov/swap/factsheet.aspx",75603,2015,"(42.0669, -87.6898)"
59987,Hutt City Council,Hutt City,New Zealand,Southeast Asia and Oceania,public,,2018,Declining water quality,Medium-term,Serious,NA,104700,2017,"(-41.2092, 174.908)"
60104,Cambridge City Council,Cambridge,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Increased water stress or scarcity,Short-term,Serious,"24.	The Cambridge Water Company Resources Management Plan indicates that there is a finite supply of water in the region and, irrespective of climate change, action is required now to ensure the availability of water for future uses, including potable water supply and food production, without having a detrimental impact on the environment.  The Council is introducing water efficiency standards for all new development, although we are limited in the standards that can be set for new housing as a result of national planning policy.",124919,2017,"(52.2077, 0.16353)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"population increase has led to pressure on the existing infrastructure, inadequate financial resources has also led to poor maintenance of the aging infrastructure which needs upgrade",2038945,2017,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Increased water stress or scarcity,Current,Serious,population increase has led to pressure on the existing infrastructure whereby reticulation to rural areas is below target. Inadequate financial resources has also led to poor maintenance of the aging infrastructure which needs upgrade. high flouride contect in water generated in nakuru is also a challenge.,2038945,2017,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Declining water quality,Current,Serious,high fluoride content in Nakuru county,2038945,2017,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Increased water demand,Current,Extremely serious,"population increase has led to pressure on the existing water sources,",2038945,2017,"(-0.30309, 36.08)"
60142,City of Kisumu,Kisumu,Kenya,Africa,public,,2018,Increased water demand,Current,Serious,There is an increase in water demand due to increase in population in the city and this is exacerbated by climate change (elongated dry periods).The capacity of water provision has been stretched and would soon be incapacitated .,968909,2009,"(-0.0917, 34.7679)"
60142,City of Kisumu,Kisumu,Kenya,Africa,public,,2018,Declining water quality,Current,Extremely serious,Water quality is threatened by increase in prevelance of floods and increase in improper waste disposal that contaminates water sources.,968909,2009,"(-0.0917, 34.7679)"
60207,City of Windhoek,Windhoek,Namibia,Africa,public,,2018,Increased water stress or scarcity,Current,NA,The City is currently experiencing an acute water shortage as a result of the prevailing drought. Currently the major dams that supplies the city are all having less than 30% of their capacity.,322500,2011,"(-22.5609, 17.0658)"
60264,Prefeitura de Botucatu,Botucatu,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,NA,"Devido as mudanÃ§as climÃ¡ticas temos perÃ­odos de escassez como ocorreu em 2014 e futuramente poderemos enfrentar os mesmos problemas, entretanto, a concessionaria ja tem plano de aÃ§Ã£o para tal risco.",0,0,"(-22.8852, -48.4441)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Declining water quality,Medium-term,Extremely serious,Caso haja a intrusÃ£o marinha ou a coleta de Ã¡gua de algum manancial que necessite de tratamentos mais caros,290752,2010,"(-23.9946, -46.2569)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Regulatory,Short-term,Less Serious,"EstÃ¡ em andamento um Procedimento de ManifestaÃ§Ã£o de Interesse (PMI) para analisar uma nova concessionÃ¡ria de Ã¡gua e esgoto ou a manutenÃ§Ã£o da jÃ¡ existente e desconhecimento dos vencedores. HÃ¡ um Plano Municipal de saneamento BÃ¡sico que prevÃª a regulaÃ§Ã£o municipal, em fase de implantaÃ§Ã£o.",290752,2010,"(-23.9946, -46.2569)"
60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,Industria de refrigerantes consumindo a Ã¡gua das nascentes em municÃ­pio vizinho e ma preservaÃ§Ã£o dos mananciais hÃ­dricos pelos moradores,33973,2008,"(-20.1427, -44.1982)"
60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,public,,2018,Declining water quality,Current,Serious,LanÃ§amento de esgoto sem tratamento nos cursos hÃ­dricos,33973,2008,"(-20.1427, -44.1982)"
60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,public,,2018,Increased water demand,Current,Serious,Aumento do numero de moradores do municÃ­pio em Ã¡reas com pouca oferta hÃ­drica.,33973,2008,"(-20.1427, -44.1982)"
60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,public,,2018,Declining water quality,Long-term,Extremely serious,OcupaÃ§Ãµes irregulares podem afetar a qualidade da Ã¡gua.,59.297,2017,"(-23.8081, -46.0599)"
60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,public,,2018,Regulatory,Current,Serious,InseguranÃ§a concessÃ£o do sistema de saneamento,59.297,2017,"(-23.8081, -46.0599)"
60272,Prefeitura de Campina Grande,Campina Grande,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Extremely serious,"O municÃ­pio estÃ¡ inserido na regiÃ£o semiÃ¡rida e o seu manancial de abastecimento localiza-se em outro municipio (BoqueirÃ£o-PB, cerca de 62km), construÃ­do nos anos 50, possui atualmente elevado Ã­ndice de assoreamento, insatisfatÃ³ria qualidade da Ã¡gua, teores de turbidez/algas/salinidade insatisfatÃ³rias, atendendo 23 municÃ­pios que demandam um volume incapaz de atender essa demanda, que irÃ¡ comprometer os anos futuros do abastecimento, como vivenciamos em 5 anos de seca (2012-2017), causando graves problemas econÃ´micos, sociais e ambientais. Vale salientar que nÃ£o houve o colapso total do manancial, chegando a aprox, 4% de sua capacidade total devido a transposiÃ§Ã£o de Ã¡guas do rio sÃ£o Francisco, mas atualmente estamos com o abastecimento da transposiÃ§Ã£o.Ver materia abaixo. https://g1.globo.com/pb/paraiba/noticia/aguas-do-rio-sao-francisco-chegam-ao-acude-de-boqueirao-apos-41-dias-na-pb.ghtml",410.332,2017,"(-7.2291, -35.8808)"
60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Serious,"Em vilas e bairros distantes, muitas vezes existe problemas. Nesses locais sÃ£o utilizados PoÃ§os Artesianos e quando o equipamento apresenta defeito ou possui pouca Ã¡gua para armazenamento (ou o poÃ§o foi cavado baixo), a comunidade sofre. Como Ã© longe as vezes as Comunidades poderÃ£o sofrer riscos. Mas o municÃ­pio apresenta a soluÃ§Ã£o imediata, levando Ã¡gua em caminhÃµes pipas para essas localidades.",78507,2010,"(-7.62799, -72.6761)"
60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Short-term,Less Serious,"Muitas vezes falta Ã¡gua nas creches e escolas, neste caso a prefeitura providencia caminhÃµes pipas para soluÃ§Ã£o do problema.",78507,2010,"(-7.62799, -72.6761)"
60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Less Serious,Necessidade de adequar o sistema,169.511,2010,"(-22.9983, -44.2442)"
60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,public,,2018,Increased water demand,Medium-term,Serious,"Aumento da populaÃ§Ã£o, pressionando a demanda pelo serviÃ§o",169.511,2010,"(-22.9983, -44.2442)"
60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,Assoreamento provocado pela degradaÃ§Ã£o das margens dos rios,169.511,2010,"(-22.9983, -44.2442)"
60290,Prefeitura de Brotas,Brotas,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Extremely serious,ReduÃ§Ã£o da produÃ§Ã£o de Ã¡gua disponÃ­vel ao abastecimento pÃºblico,23858,2017,"(-22.0, -48.0)"
60290,Prefeitura de Brotas,Brotas,Brazil,Latin America,public,,2018,Increased water demand,Medium-term,Serious,A cidade passa por uma expansÃ£o urbana e consequentemente hÃ¡ aumento da demanda,23858,2017,"(-22.0, -48.0)"
60328,Prefeitura de PirenÃ³polis,PirenÃ³polis,Brazil,Latin America,public,,2018,Declining water quality,Current,Extremely serious,A cidade jÃ¡ passa por uma demanda maior que a capacidade do sistema de abastecimento pÃºblico,24605,2016,"(-15.8545, -48.9595)"
60340,Prefeitura de Rio Verde,Rio Verde,Brazil,Latin America,public,,2018,Declining water quality,Short-term,Extremely serious,"O Crescimento urbano ja se encontra no divisor de Ã¡guas dos dois principais mananciais de abastecimento, em um prognÃ³stico de curto prazo poderemos ter problemas com chacreamentos das Ã¡reas rurais comprometendo a qualidade da Ã¡gua. Temos tambem a situaÃ§Ã£o do uso e ocupaÃ§Ã£o do solo nas microbacias que sÃ£o totalmente agricultÃ¡veis e tem a utilizaÃ§Ã£o de agrotÃ³xicos prÃ³ximos aos mananciais de abastecimento.",217.048,2017,"(-17.9685, -50.4892)"
60347,Prefeitura da EstÃ¢ncia ClimÃ¡tica de SÃ£o Bento do SapucaÃ­,SÃ£o Bento do SapucaÃ­,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Extremely serious,"seca, diminuiÃ§Ã£o de chuvas",11000,2017,"(-22.6874, -45.732)"
60347,Prefeitura da EstÃ¢ncia ClimÃ¡tica de SÃ£o Bento do SapucaÃ­,SÃ£o Bento do SapucaÃ­,Brazil,Latin America,public,,2018,Declining water quality,Current,Extremely serious,"seca, lanÃ§amento de esgoto no curso d'Ã¡gua",11000,2017,"(-22.6874, -45.732)"
60347,Prefeitura da EstÃ¢ncia ClimÃ¡tica de SÃ£o Bento do SapucaÃ­,SÃ£o Bento do SapucaÃ­,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Extremely serious,rede de abastecimento e de esgoto antiga;,11000,2017,"(-22.6874, -45.732)"
60347,Prefeitura da EstÃ¢ncia ClimÃ¡tica de SÃ£o Bento do SapucaÃ­,SÃ£o Bento do SapucaÃ­,Brazil,Latin America,public,,2018,Increased water demand,Current,Extremely serious,crescimento de moradias sem estudo de oferta e demanda de Ã¡gua por micro-bacia hidrogrÃ¡fica;,11000,2017,"(-22.6874, -45.732)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Less Serious,Ciclos climatolÃ³gicos e hidrolÃ³gicos de sazonalidade e estiagem durante os perÃ­odos de verÃ£o afetam o disponibilidade de Ã¡gua.,226.68,2016,"(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water demand,Long-term,Less Serious,"Apesar da tendÃªncia no aumento gradual da demanda de Ã¡gua por aumento da populaÃ§Ã£o, por aumento de setores comerciais e industriais e/ou diminuiÃ§Ã£o de oferta do manancial foram adotadas medidas de aumento significativo da capacidade de captaÃ§Ã£o, com projetos jÃ¡ instalado .",226.68,2016,"(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Less Serious,"Parte da cidade conta com sistema de distribuiÃ§Ã£o de Ã¡gua muito antigo, causando perdas por vazamento da rede de distribuiÃ§Ã£o. Os investimentos para substituiÃ§Ã£o e modernizaÃ§Ã£o da rede ocorrem gradativamente a mediada que estas rede apresentam problemas mais graves.",226.68,2016,"(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Higher water prices,Medium-term,Less Serious,A implantaÃ§Ã£o de um sistema de regulaÃ§Ã£o e de outorga tende a onerar e disciplina o serviÃ§o de abastecimento de Ã¡gua. Ocorre uma inclinaÃ§Ã£o de aumento de  preÃ§os dos serviÃ§os de abastecimento de Ã¡gua por conta dos efeitos do aquecimento global e reduÃ§Ã£o da demanda.,226.68,2016,"(-29.761, -51.1493)"
60361,Prefeitura de TangarÃ¡ da Serra,TangarÃ¡ da Serra,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,"Seca prolongada nos meses de agosto a dezembro, ou seja, temos um risco de desabastecimento em decorrÃªncia de uma seca prolongada.",83.431,2010,"(-14.6194, -57.4858)"
60371,AlcaldÃ­a de Leticia,Leticia,Colombia,Latin America,public,,2018,Inadequate or ageing infrastructure,Long-term,Extremely serious,"El acueducto y el alcantarillado de la ciudad estÃ¡n caducos, ya no funcionan. El Plan Maestro de Acueducto y Alcantarillado tiene un costo de $300.000.000.000 y muy difÃ­cilmente se consiga este presupuesto en los prÃ³ximos 12 aÃ±os.",42280,2017,"(-4.21528, -69.9406)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Increased water demand,Short-term,Serious,NA,564077,2017,"(4.44851, -75.24)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,"por la deforestacion, en los bosques alto andinos el caudal se ha reducido un poco, o en Ã©pocas de lluvias se sobre satura el sistema.",564077,2017,"(4.44851, -75.24)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Serious,"Se esta cambiando todo el sistema de alcantarillado, y se esta implementando acueductos complementarios.",564077,2017,"(4.44851, -75.24)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,NA,120000,2017,"(12.5794, -81.6976)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Declining water quality,Current,Extremely serious,"contaminaciÃ³n de los acuÃ­feros a causa de la intrusiÃ³n marina , y aguas residuales en las zonas rurales.",120000,2017,"(12.5794, -81.6976)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Increased water demand,Short-term,Extremely serious,aumento exponencial de la poblaciÃ³n y la tasa anual de poblaciÃ³n flotante (turistas y visitantes que supera el millÃ³n de personas.,120000,2017,"(12.5794, -81.6976)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,NA,"Sincelejo se abastece de la explotacion de Acuiferos y estos estan muy sobreexplotados, hay un ultimo estudio donde se explica que de seguir esta explotacion en 20 aÃ±os aproximadamente, estaremos padeciendo por falta del liquido, lo que nos obliga a tomar medidas urgentes, por esta razon uno de los proyectos priorizados fue el del parque del agua que traerÃ­a el agua de otra fuente ya sea del rio magdalena o del mar, viendo una solucion mas viable la del mar ya que el rio magdalena presentÃ³ niveles de caudal  demasiado bajos lo que indica que en algun momento esta fuente puede fallar, en cambio la toma del mar garantizarÃ­a una fuente mas segura y estable.",275207,2015,"(9.30457, -75.3906)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Declining water quality,Short-term,NA,"a medida que se sobre explotan los acuiferos y su explotacion es mas profuna se corre el riesgo de ser mas contaminada por otros elementos, por otro lado el no tomar la medida de proteccion necesaria en las zonas de recarga de los acuiferos, los hace vulnerable a cualquier tipo de contaminacion por infiltracion, es por ello que en el Plan de Desarrrollo Municipal se tienen el Proyecto de Areas Protegidas que serÃ­a una posibilidad de declarar esas areas para garantizar su conservacion y por ende la proteccion de una zona de recarga, se tienen pensado en este cuatrenio declarar 1000 hectareas de areas protegidas. de 4000 que tiene la zona de recarga en la ciudad de Sincelejo.",275207,2015,"(9.30457, -75.3906)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Higher water prices,Current,NA,"a medida que se agudiza el problema de sobreexplotacion, se tiene que hacer pozos cada vez mas profundos para la explotacion, lo que implica que la explotacion es mas costosa y al hacer la explotacion mas costosa para el operador se aumenta el metro cubico al consumidor, ya eso estÃ¡ ocurriendo en la ciudad de sincelejo",275207,2015,"(9.30457, -75.3906)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Extremely serious,Frecuencia del fenÃ³meno El NiÃ±o. Dependencia de un solo abastecedor,54.206,2015,"(-12.0977, -77.0273)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Extremely serious,La inversiÃ³n en infraestructura corresponde hacerla a otras instancias del gobierno.,54.206,2015,"(-12.0977, -77.0273)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Higher water prices,Short-term,Serious,"No existen planes de contingencia para el abastecimiento de agua, actualmente a nivel de LimaMetropolitana solo hay una entidad encargada, y no cuenta con planes de expansiÃ³n ni de contingencia.",54.206,2015,"(-12.0977, -77.0273)"
60393,Municipalidad de Santiago,Santiago,Chile,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Extremely serious,NA,404495,2017,"(-33.4489, -70.6693)"
60393,Municipalidad de Santiago,Santiago,Chile,Latin America,public,,2018,Declining water quality,Short-term,Extremely serious,NA,404495,2017,"(-33.4489, -70.6693)"
60393,Municipalidad de Santiago,Santiago,Chile,Latin America,public,,2018,Increased water demand,Short-term,Extremely serious,NA,404495,2017,"(-33.4489, -70.6693)"
60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Extremely serious,"Normally in the rainy season in the upper part of the Rimac river basin, water is stored for the supply of the whole year. However, when the Phenomenon of the Child happens, there are problems of intense rains and water losses, which have as a consequence problems in the water treatment plant, reason why the water is rationed and the service can be suspended.",85065,2007,"(-16.3994, -71.5366)"
60407,Municipalidad de Colina,Colina,Chile,Latin America,public,,2018,Increased water stress or scarcity,Current,NA,"Debido al calentamiento global, estar en momentos de sequÃ­a a nivel paÃ­s, las napas subterraneas han bajado sus niveles y debido al deficit de lluvias no se ha producido una recarga del acuÃ­fero suficiente.El riesgo que se corre a  nivel pÃ¡is tiene que ver con el aumento de la poblaciÃ³n y el abastecimiento de agua potable, agua para la agricultura y actividades industriales.",0,0,"(-33.2043, -70.684)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,public,,2018,Declining water quality,Medium-term,Serious,"Pollution of groundwater from pesticides, industrial contamination and areas where soil is contaminated with oil, petrol and organic solvents",52964,2017,"(55.6425, 12.4754)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,public,,2018,Inadequate or ageing infrastructure,Medium-term,Serious,inadequate infrastructure can cause unstable water supply and water leakage,52964,2017,"(55.6425, 12.4754)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Medium-term,NA,"The drillings may be positioned low in the terrain, which makes them vulnerable to surface contamination.",60379,2015,"(57.4427, 10.521)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Long-term,NA,"Drilling for water supplies usually have their filter phrase 30 to 50 meters below ground level, some even deeper. A pollution will therefore not normally be pumped up immediately when it first must remnants of a piece into the ground.",60379,2015,"(57.4427, 10.521)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Long-term,NA,What do we do when we get the message about high bacteria count in tap water?. Please Environmental Contingency Plan.,60379,2015,"(57.4427, 10.521)"
60599,"Town of Bridgewater, NS",Bridgewater,Canada,North America,public,,2018,Declining water quality,Medium-term,Extremely serious,Water source may become contaminated and rendered untreatable in the case of a severe wildfire in the water supply area,8532,2016,"(44.3786, -64.5188)"
60599,"Town of Bridgewater, NS",Bridgewater,Canada,North America,public,,2018,Increased water demand,Medium-term,Extremely serious,There may be insufficient water storage capacity to provide adequate firefighting capabilities in the case of a severe wildfire affecting the community,8532,2016,"(44.3786, -64.5188)"
60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,public,,2018,Declining water quality,Medium-term,Extremely serious,Increased algae growth within Lake Ontario,119677,2016,"(43.8509, -79.0204)"
60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Extremely serious,Potential power outages resulting in water shortages,119677,2016,"(43.8509, -79.0204)"
60603,"City of Prince George, BC",Prince George,Canada,North America,public,,2018,Inadequate or ageing infrastructure,Current,Less Serious,Infrastructure at times has difficulty keeping up with high water demands associated with excessive residential lawn watering.,74003,2016,"(53.9171, -122.75)"
60603,"City of Prince George, BC",Prince George,Canada,North America,public,,2018,Declining water quality,Medium-term,Extremely serious,Well is highly susceptible to contamination due to any large spill within the groundwater protection area ie. train derailment or fuel truck crash,74003,2016,"(53.9171, -122.75)"
60621,Lilongwe City Council,Lilongwe,Malawi,Africa,public,,2018,Increased water stress or scarcity,Current,NA,Lilongwe City still  experiences water shortages due to low levels of water at the source a condition emanating from drought  that hit Malawi in 2015/16 growing season. The other reason is that the water utility provider had not yet broadened its reticulation network in the city. A greater % of Lilongwe City citizens especially those residing in the Cityâ€™s Informal areas can not easily access portable water.,1100000,2017,"(-13.9626, 33.7741)"
60656,"City of Piedmont, CA",Piedmont,United States of America,North America,public,,2018,Increased water stress or scarcity,Current,Less Serious,"California has been experiencing historic levels of drought and while 2015/2016 was an El Nino year that helped alleviate some of the previous years of dryness, it looks like water shortage will be very common throughout the coming years. Although, the drought was officially declared over in 2017.",11378,2017,"(37.8244, -122.232)"
60656,"City of Piedmont, CA",Piedmont,United States of America,North America,public,,2018,Higher water prices,Medium-term,Less Serious,"As drought continues, water prices will continue to increase.",11378,2017,"(37.8244, -122.232)"
60679,"Town of Surfside, FL",Surfside,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,NA,5811,2016,"(25.8789, -80.1233)"
60679,"Town of Surfside, FL",Surfside,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Medium-term,Serious,NA,5811,2016,"(25.8789, -80.1233)"
61427,Municipality of Nacala,Nacala,Mozambique,Africa,public,,2018,Increased water stress or scarcity,Long-term,NA,NA,241050,2014,"(-14.5656, 40.6854)"
61790,"City of Emeryville, CA",Emeryville,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,Drought and increased population threaten the water supply over time,11994,2017,"(37.8313, -122.285)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,Increased water stress or scarcity,Current,NA,"Inadequate rainfall result into droughts , damaged crops, declining world life and deaths",182205,2016,"(-15.8613, 27.7491)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,NA,Current,NA,"Hydroelectricity issues stresses, for instance- no electricity in homes at certain intervals due to road shading and you only see power for only two hours.",182205,2016,"(-15.8613, 27.7491)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,public,,2018,Declining water quality,Current,NA,People consuming contaminated water due to dried and stagnant water sources leads to water borne diseases.,182205,2016,"(-15.8613, 27.7491)"
