Account No,Organisation,City,Country,Region,Access,C40,Reporting Year,Risks to city's water supply,Adaptation action,Action description,City Location
59535,"Town of Vail, CO",Vail,United States of America,North America,public,,2018,NA,Water use restrictions,Time of Day and day of week restrictions on outdoor water use-  managed by Water and Sanitation District,"(39.6403, -106.374)"
59595,"City of Brisbane, CA","Brisbane, CA",United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,NA,"(37.6808, -122.4)"
59595,"City of Brisbane, CA","Brisbane, CA",United States of America,North America,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,NA,"(37.6808, -122.4)"
59631,"City of San Leandro, CA",San Leandro,United States of America,North America,public,,2018,Increased water stress or scarcity,Water use restrictions,"East Bay Municipal Utilities District (EBMUD) Water Supply Management Program 2040 on page 4-20, Climate Change Sensitivity Analysis Summary, provides following strategy for demand increases:*Employ potable demand management measures","(37.7249, -122.156)"
59631,"City of San Leandro, CA",San Leandro,United States of America,North America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,"per EBMUD above, the strategy for changes in run off:*Increase system storage;*optimize use and storage of excess water in wet years; *reoperation of the Mokelumne Reservoir system;* Intra- and Inter-regional cooperation/agreements","(37.7249, -122.156)"
59631,"City of San Leandro, CA",San Leandro,United States of America,North America,public,,2018,Increased water stress or scarcity,Diversifying water supply (including new sources),"per EBMUD above, the strategy for overall runoff volume decreases:*Development of drought resistant supplies*Diversification of water supply source locations","(37.7249, -122.156)"
59631,"City of San Leandro, CA",San Leandro,United States of America,North America,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,"per EBMUD, Strategy for Protecting the Mokelumne Aquaducts in the Delta (2007), the water district will be strengthening the pipelines that convey water through the Sacramento Delta area.The city is seeking investment funding for new pipelines to convey recycled water from the Water Pollution Control Plant that can be used for landscape irrigation","(37.7249, -122.156)"
59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,public,,2018,Increased water stress or scarcity,Efficiency regulations or standards,City of Santa Cruz Climate Action Plan 2012A11: diversify water portfolio; A14: conserve and curtail water usage; C2: prepare for climate change related short-term water shortage.,"(36.9741, -122.031)"
59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,public,,2018,NA,Watershed preservation,City of Santa Cruz Climate Action Plan 2012B5: protect watershed land and vegetation; B6: protect water system infrastructure.,"(36.9741, -122.031)"
59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,public,,2018,NA,Investment in existing water supply infrastructure,City of Santa Cruz Climate Action Plan 2012A5: Seal wastewater pipes throughout system; A12: monitor open space/watershed; A13: protect coastline and infrastructure; A15: reduce creek and/or river flooding.,"(36.9741, -122.031)"
59642,"City of Dublin, CA","Dublin, CA",United States of America,North America,public,,2018,Increased water stress or scarcity,Water use restrictions,NA,"(37.7, -121.93)"
59642,"City of Dublin, CA","Dublin, CA",United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation incentives,"Dublin participates in regional programs to incentivize efficient landscaping, turf removal, toilets, and rainwater catchment (rain barrels).","(37.7, -121.93)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Increased water stress or scarcity,Municipal water efficiency retrofits,"To address six years of continuous drought in California and as part of the City's Water Conservation Plan, the City modified or replaced nearly 300 water fixtures in 24 City buildings that resulted in reducing water use by 35%. The analysis measured water use from July-September 2016 and compared it to the same period in 2015. The Water Efficient Fixtures Project included the installation of low-flow aerators on faucets, waterless urinals, high-efficiency shower heads, water efficient toilets and dual-flush valves (for sold/liquid waste). For details on the City's water conservation efforts, visit https://www.culvercity.org/waterconservation","(34.02, -118.4)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Increased water stress or scarcity,Water use restrictions,"Culver City developed a Water Conservation Plan to achieve targeted water reductions in City facilities and to provide information and encouragement to residents seeking to reduce water consumption and to enable them to adhere to mandatory water use restrictions. The following restrictions are always in place: No watering between 8 am and 7 pm (except by hand); Watering limited to 10 minutes/day (except for high-efficiency systems); No excessive water flow or runoff; No washing down hard or paved surfaces (except using low-water methods for safety and sanitary purposes); No washing of vehicles except with a bucket, shut off nozzle, or at a car wash; Must fix leaks within 7 days; Car washes and fountains must use re-circulating water; Restaurants must use water conserving nozzles and only offer water upon request; Hotels must allow patrons to reject daily linen and towel laundering; No installation of single pass cooling systems or non-re-circulating commercial laundry systems; Pool and spa owners required to have covers in place when not in use. The following restrictions also go into effect when the City Council designates these water shortage levels. Level 1: Watering limited to 3 days/week and prohibited within 48 hours after measurable precipitation; must fix leaks within 72 hours. Level 2: Watering limited to 2 days/week and prohibited within 48 hours after measurable precipitation; must fix leaks within 48 hours. Level 3: No watering or irrigating with certain exceptions; Must fix leaks within 24 hours.","(34.02, -118.4)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation incentives,"Culver City completed a Residential Turf Removal Rebate program. The goal of this program was to reduce the amount of water used to irrigate residential landscaping by replacing water thirsty lawns with drought tolerant plants. For the first 50 residents to apply, the program waived fees to rent one bin to remove and dispose of existing turf.","(34.02, -118.4)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,"The Public Works Division of Environmental Programs and Operations (EPO) has a long history of providing education in key environmental topics. Several workshops, classes and information to residents and businesses related to water conservation are given annually. Workshops include: Gray Water Workshops; Smart Gardening; Turf removal and California-Friendly landscaping workshops; Education through the Sustainable Business Certification Program. In addition, EPO has a traveling booth that is available to Culver City events and provides information on EPO-related programs for Stormwater, Sewer, Solid Waste and Sustainability.","(34.02, -118.4)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Declining water quality,Stormwater management (natural or man-made infrastructure),"As part of the Ballona Creek Watershed Management Group, Culver City collaborated with neighboring jurisdictions in the development of the Ballona Creek Enhanced Watershed Management Program (EWMP) Plan. The EWMP Plan provides a blueprint for how to best manage urban runoff to provide for cleaner watersheds through regional collaboration. It describes a compliance pathway that Los Angeles County Municipal Separate Storm Sewer System (MS4) Permittees in the watershed will utilize to fulfill requirements contained in the 2012 MS4 Permit.Culver City is implementing the EWMP through a series projects. The Culver Boulevard Stormwater Median Project is a subsurface retention and filtration project.  Currently in the design phase, it consists of an underground storm water containment structure below the existing raised median that will divert storm water and run-off from approximately 300 + acres of drainage area north of Culver Blvd. The storm water and urban run-off will be collected and retained to irrigate the landscape above. In the future, it may be used to irrigate Veterans and Lindberg Parks. Excess storm water and urban run-off will be filtered to a level in compliance with TMDLâ€™s and discharged back to the storm drain system downstream of the project. Construction is anticipated to begin in May 2019.Another project that is in the design phase is the Washington Boulevard Stormwater Diversion Project which is part of the Marina del Rey EMWP Plan. This project proposes to divert and capture storm water and urban runoff from approximately 42 acres of drainage area that currently drains to Marina Del Rey Harbor. The project will be an underground system that diverts the run-off to the sanitary sewer system to be conveyed to City of Los Angelesâ€™ Hyperion Treatment Plant for treatment. Construction is anticipated to begin in May 2019.As part of EWMP implementation, the City will also be developing a Green Streets Masterplan that will develop future storm water projects citywide. Green streets is a component of the â€œcomplete streetsâ€ design goal.   In addition to storm water management, benefits include pedestrian safety and traffic calming, street tree canopy and heat island effect mitigation, increasing property values and even reduced crime rates.","(34.02, -118.4)"
59644,"City of Culver City, CA",Culver City,United States of America,North America,public,,2018,Declining water quality,Stormwater management (natural or man-made infrastructure),"Culver City adopted a low impact storm water ordinance in November 2014, requiring developers to take greater action on storm water pollution. The Low Impact Development (LID) Ordinance requires developers who build new projects to investigate measures that will reduce storm water runoff. LID encompasses distributed structural practices that capture, infiltrate, store and use, and/or treat runoff at the parcel. Common LID practices include bio retention, permeable pavement, and other infiltration BMPs that prevent runoff from leaving a parcel. Since the vast majority (nearly 70 percent) of runoff from the developed portion of the watershed is generated from impervious areas on parcels, LID is a natural choice as a key strategy to treat runoff from the parcel-based impervious areas. LID can be viewed as the ""first line of defense"" due to the fact that the water is treated on-site before it runs off from the parcel and travels downstream.","(34.02, -118.4)"
59653,"City of Manhattan Beach, CA",Manhattan Beach,United States of America,North America,public,,2018,Increased water stress or scarcity,Use of non-potable water outside,NA,"(33.8889, -118.405)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,"Increased water stress or scarcity: Goal to reduce total per capita consumption by 10% by 2040 Implementation of the Cityâ€™s Water Conservation Strategy includes a number of specific water conservation actions including: property connection program, lawn watering restrictions, education and outreach, seasonal water rates, building efficiency standards, and leak detection programs.","(49.32, -123.072)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Declining water quality,Investment in existing water supply infrastructure,"Declining water quality: The City purchases water from the regional district, Metro Vancouver, and distributes it to all city residents and businesses. This City is required to meet the stringent water quality standards that are reviewed and enforced by Vancouver Coastal Health. As part of this program, water quality is sampled at a minimum of every two weeks, for testing by Metro Vancouver.","(49.32, -123.072)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Inadequate or aging infrastructure,Municipal water efficiency retrofits,"Inadequate or aging infrastructure: The Cityâ€™s water distribution infrastructure is cleaned annually.  The cleaning program is paired with a valve actuation program, which has the added benefit of ensuring all valves in the system are open and maintaining flows in the designed fashion.  The City is also looking to implement a leak detecting program, as per the Water Conservation Strategy.","(49.32, -123.072)"
59669,City of North Vancouver,North Vancouver,Canada,North America,public,,2018,Increased water demand,Conservation awareness and education,"Increased water demand: Goal to reduce total per capita consumption by 10% by 2040 Implementation of the Cityâ€™s Water Conservation Strategy includes a number of specific water conservation actions including: property connection program, lawn watering restrictions, education and outreach, seasonal water rates, building efficiency standards, and leak detection programs.","(49.32, -123.072)"
59678,"City of Evanston, IL",Evanston,United States of America,North America,public,,2018,Declining water quality,Investment in existing water supply infrastructure,"The Evanston Water Quality Laboratory is certified by the Illinois Department of Public Health (IDPH) to analyze water for bacteriological contamination as well as other indicators of water quality such as turbidity (measure of particles the water) and residual chlorine concentration.  IDPH inspectors audit the laboratory every two years.  The audit consists of an onsite evaluation in which procedures, records, and equipment are inspected.  Over 200 different criteria must be met in order to be in perfect compliance with Zero Deviations.  Evanston's water quality lab has received the highest score of Zero Deviations five times in a row (most recent inspection in April 2015).  A membrane filter technique is used to test the water for the presence of total coliform using EC broth verification. Testing is done daily of both the raw (untreated) and finished (treated) waters.  In addition, over 80 tests are conducted on water samples collected from the Evanston distribution system each month.  Evanston also performs the bacteriological analysis of water samples collected from the Village of Skokie and submits the results to the Illinois Environmental Protection Agency for compliance with Safe Drinking Water Regulations.  In total, Evanston's water quality lab performs over 37,000 individual tests on water samples throughout the year, an average of over 100 tests per day.The Water Quality Laboratory is also certified by the Illinois Environmental Protection Agency (IEPA) for the monitoring of pH and fluoride. The IEPA certifies laboratories in the State of Illinois for the analysis of chemical substances while the Illinois Department of Public Health certifies labs for bacteriological parameters.  Laboratories must meet stringent criteria and staff is thoroughly reviewed on site every three years to maintain certification.The lab is staffed by a full time chemist and microbiologist.  In addition, water plant operators, working around the clock, are also certified to perform bacteriological analysis as well as trained to monitor turbidity levels (the level of suspended solids in the water), chlorine levels, and all chemical feed rates to ensure high quality production 24 hours a day, 365 days a year.Evanston's water is sampled and tested for the content of a number of substances that entail highly complicated and specialized analytical procedures.","(42.0669, -87.6898)"
59987,Hutt City Council,Hutt City,New Zealand,Southeast Asia and Oceania,public,,2018,Declining water quality,Other,Whaitua community panel process to determine the range of actions in the future,"(-41.2092, 174.908)"
62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,public,,2018,Declining water quality,Stormwater management (natural or man-made infrastructure),Extensive green infrastructure program.,"(40.0379, -76.3055)"
60104,Cambridge City Council,Cambridge,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Increased water stress or scarcity,Efficiency regulations or standards,local planning policy requires that for all new housing a water efficiency standard of no more than 110 litres/person/day.  For new non-residential development maximum BREEAM credits for water efficiency must be met.  Note that the Council had sought to set the standard for new homes at 80 litres/person/day but were prevented from doing so by a change in national planning policy.,"(52.2077, 0.16353)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,including investment projects in the annual development plans of the water soctoer and sourcing for funding from donors,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Increased water stress or scarcity,Conservation awareness and education,environmental education and awareness,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,Declining water quality,Efficiency regulations or standards,collaboration with Government agencies like the kenya Water resource management Authority,"(-0.30309, 36.08)"
60140,City of Nakuru,Nakuru,Kenya,Africa,public,,2018,NA,Watershed preservation,conservation of watershed and biodiversity hotspot like the Mau complex,"(-0.30309, 36.08)"
60142,City of Kisumu,Kisumu,Kenya,Africa,public,,2018,Declining water quality,Investment in existing water supply infrastructure,KIWASCo(Kisumu Water Services Company) has invested in renovation of sewerage lines in Kisumu in order to cater for the increase in population and replacement of old structures.They have also improoved water treatment mechanisms in order to increase water quality.,"(-0.0917, 34.7679)"
60142,City of Kisumu,Kisumu,Kenya,Africa,public,,2018,Increased water demand,Investment in existing water supply infrastructure,KIWASCo has improved its capacity by decentralizing its facilities in order to serve the ever increasing demand for water.,"(-0.0917, 34.7679)"
60207,City of Windhoek,Windhoek,Namibia,Africa,public,,2018,Increased water stress or scarcity,Conservation awareness and education,Various media campaigns to urge the city residents to save water and reduce their consumption.,"(-22.5609, 17.0658)"
60233,PÃ¤rnu City Government,PÃ¤rnu,Estonia,Europe,public,,2018,NA,Conservation awareness and education,NA,"(58.3858, 24.4966)"
60264,Prefeitura de Botucatu,Botucatu,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Watershed preservation,"Atualmente reclassificado o rio municipal Lavapes, na bacia hidrografica do Sorocaba Medio Tiete para utilizaÃ§Ã£o de abastecimento publico.","(-22.8852, -48.4441)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,AnÃ¡lise de novos mananciais e discussÃ£o do tema junto ao ComitÃª de Bacias HidrogrÃ¡ficas da Baixada Santista (CBH-BS).,"(-23.9946, -46.2569)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Declining water quality,Municipal water efficiency retrofits,Melhoria no sistema fiscalizatÃ³rio previsto no Plano Municipal de Saneamento BÃ¡sico,"(-23.9946, -46.2569)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,Aguardar resultados do PMI e inclusÃ£o de melhoria dos sistemas e modernizaÃ§Ã£o da infraestrutura atual no novo contrato de concessÃ£o,"(-23.9946, -46.2569)"
60267,Prefeitura de GuarujÃ¡,GuarujÃ¡,Brazil,Latin America,public,,2018,Regulatory,Investment in existing water supply infrastructure,ImplantaÃ§Ã£o da regulaÃ§Ã£o prevista no Plano Municipal de Saneamento BÃ¡sico,"(-23.9946, -46.2569)"
60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,public,,2018,Declining water quality,Watershed preservation,ForÃ§a tarefa em conjunto com a policia ambiental do Estado de SÃ£o Paulo,"(-23.8081, -46.0599)"
60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,public,,2018,Regulatory,Other: ConcessÃ£o do sistema de saneamento,regulamentar a concessÃ£o dos serviÃ§os com a previsÃ£o de regulaÃ§Ã£o do sistema de acordo com a Lei 11555/2007,"(-23.8081, -46.0599)"
60272,Prefeitura de Campina Grande,Campina Grande,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Water use restrictions,"Regime de rodizio de abastecimento entre Ã¡reas, racionamento e abastecimento por caminhÃµes pipa em zonas rurais (atÃ© o presente momento) e parte da Ã¡rea urbana.","(-7.2291, -35.8808)"
60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Other: CaminhÃµes Pipa,"Poucas vezes o municÃ­pio leva Ã¡gua para populaÃ§Ã£o, atravÃ©s de CaminhÃµes pipas e outras vezes a populaÃ§Ã£o ""compra"" Ã¡gua de terceiros (empresas). Mas na maioria das vezes o problema e corrigido imediatamente.","(-7.62799, -72.6761)"
60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,public,,2018,Inadequate or aging infrastructure,Other: CaminhÃµes Pipa,"NÃ£o falta Ã¡gua para Creches e Escolas, a prefeitura rapidamente atua para correÃ§Ã£o do problema, seja levando Ã¡gua em caminhÃµes Pipas (do municÃ­pio) para as escolas e creches ou Consertando os encanamentos, solicitando a imediata correÃ§Ã£o pelo distribuidor de Ã¡gua no municÃ­pio.","(-7.62799, -72.6761)"
60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Conservation incentives,"ImplementaÃ§Ã£o do Programa Produtores de Ãgua, com incentivo a conservaÃ§Ã£o das Ã¡reas verdes em nascentes.","(-22.9983, -44.2442)"
60328,Prefeitura de PirenÃ³polis,PirenÃ³polis,Brazil,Latin America,public,,2018,NA,Conservation awareness and education,FormaÃ§Ã£o de Professores em EducaÃ§Ã£o Ambiental,"(-15.8545, -48.9595)"
60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,public,,2018,Increased water stress or scarcity,Diversifying water supply (including new sources),The Municipality plans to acquire a desalination plant to supply the neighbors when there is a problem of water supply. This is because the city borders the sea.,"(-16.3994, -71.5366)"
60340,Prefeitura de Rio Verde,Rio Verde,Brazil,Latin America,public,,2018,Declining water quality,Conservation incentives,"Em 2011 foi criada uma Lei Municipal 6.033, alterada na lei 6.290/2013 de CriaÃ§Ã£o do Programa Produtores de Ãgua que tem como principal objetivo Preservar, Conservar e Recuperar as nascentes e matas ciliares dos corpos de Ã¡gua que abastecem a cidade de Rio Verde, com cerca de 2017.048 habitantes, mediante aÃ§Ãµes de cercamento e reflorestamento das Ã¡reas de preservaÃ§Ã£o permanente, APPs de todas as propriedades rurais que se encontram inseridas na microbacia, compensando os produtores rurais atraves dos psa - pagamento por serviÃ§os ambientais por eles prestados.","(-17.9685, -50.4892)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Municipal water efficiency retrofits,"Programa de reduÃ§Ã£o de perdas e eficiÃªncia hidro energÃ©tica, programa de educaÃ§Ã£o ambiental para o uso racional e sustentÃ¡vel da Ã¡gua.","(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,"Plano de melhorias com aumento na capacidade de captaÃ§Ã£o, jÃ¡ implantado e programa de melhorias e modernizaÃ§Ã£o da rede.","(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water demand,Conservation awareness and education,Programa de uso racional da Ã¡gua e combate ao desperdÃ­cio.,"(-29.761, -51.1493)"
60349,Prefeitura de SÃ£o Leopoldo,SÃ£o Leopoldo,Brazil,Latin America,public,,2018,Increased water demand,Use of non-potable water indoors (within building),Programa SEMAE sustentÃ¡vel visa incentiva o reusos e a captaÃ§Ã£o de Ã¡gua da chuva.,"(-29.761, -51.1493)"
60361,Prefeitura de TangarÃ¡ da Serra,TangarÃ¡ da Serra,Brazil,Latin America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,Decreto municipal de economia durante o perÃ­odo da da seca prevÃª multa por desperdÃ­cio e campanha publicitaria para economia.,"(-14.6194, -57.4858)"
60371,AlcaldÃ­a de Leticia,Leticia,Colombia,Latin America,public,,2018,Inadequate or aging infrastructure,Conservation incentives,"A travÃ©s de los programas de cultura ciudadana, se educa a la comunidad para hacer un buen uso del agua.","(-4.21528, -69.9406)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Conservation incentives,"se compran predios con fines de conservaciÃ³n hidrica , para salvaguardar el recurso en situaaciones futuras","(4.44851, -75.24)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,se adelantan obras en toda la ciudad para mejorar el sistema de suministro de agua,"(4.44851, -75.24)"
60374,AlcaldÃ­a de IbaguÃ©,IbaguÃ©,Colombia,Latin America,public,,2018,Increased water demand,Conservation awareness and education,campaÃ±as ambientales se realizan para generar sencibilizacion y educacion para el cuidado y racionamiento del recurso hidrico,"(4.44851, -75.24)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Diversifying water supply (including new sources),NA,"(12.5794, -81.6976)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Declining water quality,Investment in existing water supply infrastructure,NA,"(12.5794, -81.6976)"
60375,GobiernaciÃ³n del ArchipiÃ©lago de San AndrÃ©s,ArchipiÃ©lago de San AndrÃ©s,Colombia,Latin America,public,,2018,Increased water demand,Investment in existing water supply infrastructure,NA,"(12.5794, -81.6976)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Diversifying water supply (including new sources),se prevee adelantar un proyecto para abastecernos de otras fuentes,"(9.30457, -75.3906)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Declining water quality,Municipal water efficiency retrofits,implementacion de tratamientos de potabilidad,"(9.30457, -75.3906)"
60387,AlcaldÃ­ade Sincelejo,Sincelejo,Colombia,Latin America,public,,2018,Higher water prices,Conservation awareness and education,Implementacion del Programa de Usos y Eficiencia del Agua que presenta y ejcuta el operador especializado,"(9.30457, -75.3906)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,Mejoramiento y ampliaciÃ³n de planta de tratamiento de aguas residuales en el Proyecto del Parque EcolÃ³gico de San Isidro,"(-12.0977, -77.0273)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Inadequate or aging infrastructure,Watershed preservation,"San Isidro es representante de los gobiernos locales en el Concejo TÃ©cnico de gestiÃ³n de Cuencas correspondientes a los RÃ­os: ChillÃ³n, Rimac LurÃ­n y Chira.  A la fecha ya ha cumplido con aprobar la PolÃ­tica de GestiÃ³n HÃ­drica de Cuencas, quedando pendiente el Plan de GestiÃ³n de Cuencas y los PLanes Operativos","(-12.0977, -77.0273)"
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,public,,2018,Higher water prices,Conservation awareness and education,"Se realizan campaÃ±as de sensibilizaciÃ³n vecinal para el uso del agua. Se ha implementado una herramienta virtual para que los vecinos y cualquier ciudadano pueda evaluar su nivel de consumo de agua, segÃºn sus hÃ¡bitos y costumbres","(-12.0977, -77.0273)"
60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,public,,2018,Increased water stress or scarcity,Use of non-potable water outside,"Municipality has a wastewater treatment plant, which almost 10% of the district's gardens and parks are irrigated.","(-16.3994, -71.5366)"
60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,The Municipality plans to acquire 3 portable water treatment plants and 14 tanks for the temporary storage of the treated water.,"(-16.3994, -71.5366)"
60407,Municipalidad de Colina,Colina,Chile,Latin America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,Se trabaja en el uso sustentable del recursos agua y concientizaciÃ³n a travÃ©s de la educaciÃ³n (charlas impartidas en seminario a colegios),"(-33.2043, -70.684)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,public,,2018,Declining water quality,Water metering,Use materials that prevents contamination to reach the water supply and affect qualityOngoing quality auditProtocols to make sure that the contamination of water is minimized at burst on the grid,"(55.6425, 12.4754)"
60433,City of Hvidovre,Hvidovre,Denmark,Europe,public,,2018,Inadequate or aging infrastructure,Investment in existing water supply infrastructure,Optimize the infrastructure where relevantsecuring and adjusting water pressureMonitoring leakage,"(55.6425, 12.4754)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Stormwater management (natural or man-made infrastructure),"Instructions for immediate actions in coordination with the local environmental authority, the water company and the other wide cabinet such as the fire brigade, police etc. Depending on the accident severity, if necessary messages to citizens via media. Relevant media: See Environmental Contingency Plan alarm list 9 - normally Dr North Jutland.Sensitive users: Kindergartens, nursing homes, schools and the like informed separately.","(57.4427, 10.521)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Water metering,"Handling Instructions to the environment guards in Frederikshavn Municipality is prepared to ensure the most appropriate treatment of reported environmental incidents (pollution cases) within the municipality. ""No action or efforts undertaken to limit damage on dissemination may be delayed or omitted because of doubts about who is liable for the resulting associated costs"".","(57.4427, 10.521)"
60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,public,,2018,NA,Water metering,"The Chief Medical Officer must always be involved in matters of health matter / matters such issue / cancellation of boiling recommendation.Risk of health which triggers boiling recommendation :â€¢ Fund of E. Coli,â€¢ Coliform> 20â€¢ Kim-number at 37 Â° C: > 50 (discharge pipe from the tap)> 200 (water supply grid)â€¢ Kim-number at 22 Â° C: > 500 (discharge pipe from the tap)> 2000 (water supply grid)","(57.4427, 10.521)"
60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,public,,2018,Declining water quality,Water use restrictions,Policy restricting on garden watering during dry season. Bottled water ban in all municipal facilities. Support in best waste water treatment technology. Invasive species awareness programs.,"(43.8509, -79.0204)"
60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,public,,2018,Inadequate or aging infrastructure,Stormwater management (natural or man-made infrastructure),By-Law encouraging disconnected downspouts SWM plan projected in next 1-3 years. Capital project SWM facility assessment and upgrades.,"(43.8509, -79.0204)"
60603,"City of Prince George, BC",Prince George,Canada,North America,public,,2018,Inadequate or aging infrastructure,Water use restrictions,Water Conservation Program to encourage reduced water usage.,"(53.9171, -122.75)"
60603,"City of Prince George, BC",Prince George,Canada,North America,public,,2018,Declining water quality,Watershed preservation,"Groundwater protection areas, working relationship with CN to identify risks of location of rail line","(53.9171, -122.75)"
60621,Lilongwe City Council,Lilongwe,Malawi,Africa,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,"Apart from sensitisation on the need for  safe use of water, the Government is implementing a project  to increase the volume of water at Diamphwi dam with financial support from World bank.  In the interim, rationing is also being used.","(-13.9626, 33.7741)"
60656,"City of Piedmont, CA",Piedmont,United States of America,North America,public,,2018,Higher water prices,Conservation awareness and education,"Similar to the response from Increased water stress of scarcity. As EBMUD prices rise, we can encourage residents to use less and provide information for rebates and water saving measures indoors and outdoors.","(37.8244, -122.232)"
60656,"City of Piedmont, CA",Piedmont,United States of America,North America,public,,2018,Increased water stress or scarcity,Efficiency regulations or standards,"The City of Piedmont does not set water prices or landscape regulations. However, East Bay Municipal Utilties District has instituted an extra fee during drought and has encourage users to conserve more water. The Department of Water Resources has also increased the rigor of it Water Efficiency Landscape Ordinance that Piedmont enforces.","(37.8244, -122.232)"
