

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Republic of Korea",410,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Republic of Korea",410,"Total population with access to safe drinking-water (JMP)",4114,2017,97.6,"I","","0"
"Republic of Korea",410,"Rural population with access to safe drinking-water (JMP)",4115,2017,87.9,"I","","0"
"Republic of Korea",410,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.7,"I","","0"
"Republic of Moldova",498,"Total population",4104,2017,4059.684,"X","","0"
"Republic of Moldova",498,"Rural population",4105,2017,2327.145,"X","","0"
"Republic of Moldova",498,"Urban population",4106,2017,1724.067,"X","","0"
"Republic of Moldova",498,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"Republic of Moldova",498,"Total population with access to safe drinking-water (JMP)",4114,2017,88.4,"I","","0"
"Republic of Moldova",498,"Rural population with access to safe drinking-water (JMP)",4115,2017,81.4,"I","","0"
"Republic of Moldova",498,"Urban population with access to safe drinking-water (JMP)",4116,2017,96.9,"I","","0"
"Romania",642,"Total population",4104,2017,19653.969,"X","","0"
"Romania",642,"Rural population",4105,2017,9065.003,"X","","0"
"Romania",642,"Urban population",4106,2017,10614.303,"X","","0"
"Romania",642,"% of area equipped for irrigation salinized",4445,2017,119.5100089633,"E","","0"
"Romania",642,"Flood occurrence (WRI)",4543,2017,3.7,"I","","0"
"Romania",642,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Romania",642,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Romania",642,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Russian Federation",643,"Total population",4104,2017,145530.082,"X","","0"
"Russian Federation",643,"Rural population",4105,2017,37017.128,"X","","0"
"Russian Federation",643,"Urban population",4106,2017,106972.626,"X","","0"
"Russian Federation",643,"Flood occurrence (WRI)",4543,2017,2.0,"I","","0"
"Russian Federation",643,"Total population with access to safe drinking-water (JMP)",4114,2017,96.9,"I","","0"
"Russian Federation",643,"Rural population with access to safe drinking-water (JMP)",4115,2017,91.2,"I","","0"
"Russian Federation",643,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.9,"I","","0"
"Rwanda",646,"Total population",4104,2017,11980.961,"X","","0"
"Rwanda",646,"Rural population",4105,2017,10117.663,"X","","0"
"Rwanda",646,"Urban population",4106,2017,2090.744,"X","","0"
"Rwanda",646,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Rwanda",646,"Total population with access to safe drinking-water (JMP)",4114,2017,76.1,"I","","0"
"Rwanda",646,"Rural population with access to safe drinking-water (JMP)",4115,2017,71.9,"I","","0"
"Rwanda",646,"Urban population with access to safe drinking-water (JMP)",4116,2017,86.6,"I","","0"
"Saint Kitts and Nevis",659,"Total population",4104,2017,52.045,"X","","0"
"Saint Kitts and Nevis",659,"Rural population",4105,2017,38.314,"X","","0"
"Saint Kitts and Nevis",659,"Urban population",4106,2017,17.031,"X","","0"
"Saint Kitts and Nevis",659,"Total population with access to safe drinking-water (JMP)",4114,2017,98.3,"I","","0"
"Saint Kitts and Nevis",659,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.3,"I","","0"
"Saint Kitts and Nevis",659,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.3,"I","","0"
"Saint Lucia",662,"Total population",4104,2017,180.954,"X","","0"
"Saint Lucia",662,"Rural population",4105,2017,145.557,"X","","0"
"Saint Lucia",662,"Urban population",4106,2017,33.287,"X","","0"
"Saint Lucia",662,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Saint Lucia",662,"Total population with access to safe drinking-water (JMP)",4114,2017,96.3,"I","","0"
"Saint Lucia",662,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.6,"I","","0"
"Saint Lucia",662,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.5,"I","","0"
"Saint Vincent and the Grenadines",670,"Total population",4104,2017,109.827,"X","","0"
"Saint Vincent and the Grenadines",670,"Rural population",4105,2017,52.988,"X","","0"
"Saint Vincent and the Grenadines",670,"Urban population",4106,2017,56.909,"X","","0"
"Saint Vincent and the Grenadines",670,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Saint Vincent and the Grenadines",670,"Total population with access to safe drinking-water (JMP)",4114,2017,95.1,"I","","0"
"Saint Vincent and the Grenadines",670,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.1,"I","","0"
"Saint Vincent and the Grenadines",670,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.1,"I","","0"
"Samoa",882,"Total population",4104,2017,195.352,"X","","0"
"Samoa",882,"Rural population",4105,2017,160.194,"X","","0"
"Samoa",882,"Urban population",4106,2017,36.246,"X","","0"
"Samoa",882,"Total population with access to safe drinking-water (JMP)",4114,2017,99.0,"I","","0"
"Samoa",882,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.3,"I","","0"
"Samoa",882,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.5,"I","","0"
"San Marino",674,"Total population",4104,2017,33.671,"X","","0"
"San Marino",674,"Rural population",4105,2017,0.978,"X","","0"
"San Marino",674,"Urban population",4106,2017,32.422,"X","","0"
"San Marino",674,"Flood occurrence (WRI)",4543,2017,2.3,"I","","0"
"Sao Tome and Principe",678,"Total population",4104,2017,207.089,"X","","0"
"Sao Tome and Principe",678,"Rural population",4105,2017,57.276,"X","","0"
"Sao Tome and Principe",678,"Urban population",4106,2017,147.051,"X","","0"
"Sao Tome and Principe",678,"Total population with access to safe drinking-water (JMP)",4114,2017,97.1,"I","","0"
"Sao Tome and Principe",678,"Rural population with access to safe drinking-water (JMP)",4115,2017,93.6,"I","","0"
"Sao Tome and Principe",678,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.9,"I","","0"
"Saudi Arabia",682,"Total population",4104,2017,33101.179,"X","","0"
"Saudi Arabia",682,"Rural population",4105,2017,5394.59,"X","","0"
"Saudi Arabia",682,"Urban population",4106,2017,27543.623,"X","","0"
"Saudi Arabia",682,"Flood occurrence (WRI)",4543,2017,1.2,"I","","0"
"Saudi Arabia",682,"Total population with access to safe drinking-water (JMP)",4114,2017,97.0,"I","","0"
"Saudi Arabia",682,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.0,"I","","0"
"Saudi Arabia",682,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.0,"I","","0"
"Senegal",686,"Total population",4104,2017,15419.355,"X","","0"
"Senegal",686,"Rural population",4105,2017,8442.004,"X","","0"
"Senegal",686,"Urban population",4106,2017,7408.563,"X","","0"
"Senegal",686,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Senegal",686,"Total population with access to safe drinking-water (JMP)",4114,2017,78.5,"I","","0"
"Senegal",686,"Rural population with access to safe drinking-water (JMP)",4115,2017,67.3,"I","","0"
"Senegal",686,"Urban population with access to safe drinking-water (JMP)",4116,2017,92.9,"I","","0"
"Serbia",688,"Total population",4104,2017,8829.628,"X","","0"
"Serbia",688,"Rural population",4105,2017,3872.979,"X","","0"
"Serbia",688,"Urban population",4106,2017,4917.595,"X","","0"
"Serbia",688,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Serbia",688,"Total population with access to safe drinking-water (JMP)",4114,2017,99.2,"I","","0"
"Serbia",688,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.9,"I","","0"
"Serbia",688,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.4,"I","","0"
"Seychelles",690,"Total population",4104,2017,96.418,"X","","0"
"Seychelles",690,"Rural population",4105,2017,41.437,"X","","0"
"Seychelles",690,"Urban population",4106,2017,53.3,"X","","0"
"Seychelles",690,"% of area equipped for irrigation salinized",4445,2017,0.0,"I","","0"
"Seychelles",690,"Total population with access to safe drinking-water (JMP)",4114,2017,95.7,"I","","0"
"Seychelles",690,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.7,"I","","0"
"Seychelles",690,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.7,"I","","0"
"Sierra Leone",694,"Total population",4104,2017,7488.423,"X","","0"
"Sierra Leone",694,"Rural population",4105,2017,4410.71,"X","","0"
"Sierra Leone",694,"Urban population",4106,2017,3146.502,"X","","0"
"Sierra Leone",694,"Flood occurrence (WRI)",4543,2017,1.6,"I","","0"
"Sierra Leone",694,"Total population with access to safe drinking-water (JMP)",4114,2017,62.6,"I","","0"
"Sierra Leone",694,"Rural population with access to safe drinking-water (JMP)",4115,2017,47.8,"I","","0"
"Sierra Leone",694,"Urban population with access to safe drinking-water (JMP)",4116,2017,84.9,"I","","0"
"Singapore",702,"Total population",4104,2017,5708.041,"X","","0"
"Singapore",702,"Rural population",4105,2017,0.0,"X","","0"
"Singapore",702,"Urban population",4106,2017,5708.844,"X","","0"
"Singapore",702,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Singapore",702,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Singapore",702,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Slovakia",703,"Total population",4104,2017,5447.9,"X","","0"
"Slovakia",703,"Rural population",4105,2017,2519.468,"X","","0"
"Slovakia",703,"Urban population",4106,2017,2928.194,"X","","0"
"Slovakia",703,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"Slovakia",703,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Slovakia",703,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Slovakia",703,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Slovenia",705,"Total population",4104,2017,2076.394,"X","","0"
"Slovenia",705,"Rural population",4105,2017,951.104,"X","","0"
"Slovenia",705,"Urban population",4106,2017,1128.872,"X","","0"
"Slovenia",705,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Slovenia",705,"Total population with access to safe drinking-water (JMP)",4114,2017,99.5,"I","","0"
"Slovenia",705,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.4,"I","","0"
"Slovenia",705,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.7,"I","","0"
"Solomon Islands",90,"Total population",4104,2017,636.039,"X","","0"
"Solomon Islands",90,"Rural population",4105,2017,468.983,"X","","0"
"Solomon Islands",90,"Urban population",4106,2017,142.36,"X","","0"
"Solomon Islands",90,"Total population with access to safe drinking-water (JMP)",4114,2017,80.8,"I","","0"
"Solomon Islands",90,"Rural population with access to safe drinking-water (JMP)",4115,2017,77.2,"I","","0"
"Solomon Islands",90,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.2,"I","","0"
"Somalia",706,"Total population",4104,2017,14589.179,"X","","0"
"Somalia",706,"Rural population",4105,2017,8198.119,"X","","0"
"Somalia",706,"Urban population",4106,2017,6544.404,"X","","0"
"Somalia",706,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"Somalia",706,"Total population with access to safe drinking-water (JMP)",4114,2017,31.7,"I","","0"
"Somalia",706,"Rural population with access to safe drinking-water (JMP)",4115,2017,8.8,"I","","0"
"Somalia",706,"Urban population with access to safe drinking-water (JMP)",4116,2017,69.6,"I","","0"
"South Africa",710,"Total population",4104,2017,57009.756,"X","","0"
"South Africa",710,"Rural population",4105,2017,19369.002,"X","","0"
"South Africa",710,"Urban population",4106,2017,37348.154,"X","","0"
"South Africa",710,"% of area equipped for irrigation salinized",4445,2017,5.9880239521,"E","","0"
"South Africa",710,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"South Africa",710,"Total population with access to safe drinking-water (JMP)",4114,2017,93.2,"I","","0"
"South Africa",710,"Rural population with access to safe drinking-water (JMP)",4115,2017,81.4,"I","","0"
"South Africa",710,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.6,"I","","0"
"South Sudan",728,"Total population",4104,2017,10910.763,"X","","0"
"South Sudan",728,"Rural population",4105,2017,10142.827,"X","","0"
"South Sudan",728,"Urban population",4106,2017,2432.887,"X","","0"
"South Sudan",728,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"South Sudan",728,"Total population with access to safe drinking-water (JMP)",4114,2017,58.7,"I","","0"
"South Sudan",728,"Rural population with access to safe drinking-water (JMP)",4115,2017,56.9,"I","","0"
"South Sudan",728,"Urban population with access to safe drinking-water (JMP)",4116,2017,66.7,"I","","0"
"Spain",724,"Total population",4104,2017,46647.428,"X","","0"
"Spain",724,"Rural population",4105,2017,9233.918,"X","","0"
"Spain",724,"Urban population",4106,2017,37120.403,"X","","0"
"Spain",724,"Flood occurrence (WRI)",4543,2017,2.7,"I","","0"
"Spain",724,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Spain",724,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Spain",724,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Sri Lanka",144,"Total population",4104,2017,21128.032,"X","","0"
"Sri Lanka",144,"Rural population",4105,2017,17038.849,"X","","0"
"Sri Lanka",144,"Urban population",4106,2017,3838.068,"X","","0"
"Sri Lanka",144,"Flood occurrence (WRI)",4543,2017,3.7,"I","","0"
"Sri Lanka",144,"Total population with access to safe drinking-water (JMP)",4114,2017,95.6,"I","","0"
"Sri Lanka",144,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.0,"I","","0"
"Sri Lanka",144,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.5,"I","","0"
"Sri Lanka",144,"Population affected by water related disease",4403,2017,120.0,"I","","0"
"Sudan",729,"Total population",4104,2017,40813.397,"X","","0"
"Sudan",729,"Rural population",4105,2017,26602.042,"X","","0"
"Sudan",729,"Urban population",4106,2017,13931.288,"X","","0"
"Sudan",729,"Flood occurrence (WRI)",4543,2017,3.3,"I","","0"
"Sudan",729,"Total population with access to safe drinking-water (JMP)",4114,2017,55.5,"I","","0"
"Sudan",729,"Rural population with access to safe drinking-water (JMP)",4115,2017,50.2,"I","","0"
"Sudan",729,"Urban population with access to safe drinking-water (JMP)",4116,2017,66.0,"I","","0"
"Suriname",740,"Total population",4104,2017,570.496,"X","","0"
"Suriname",740,"Rural population",4105,2017,191.326,"X","","0"
"Suriname",740,"Urban population",4106,2017,372.076,"X","","0"
"Suriname",740,"Flood occurrence (WRI)",4543,2017,1.4,"I","","0"
"Suriname",740,"Total population with access to safe drinking-water (JMP)",4114,2017,94.8,"I","","0"
"Suriname",740,"Rural population with access to safe drinking-water (JMP)",4115,2017,88.4,"I","","0"
"Suriname",740,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.1,"I","","0"
"Sweden",752,"Total population",4104,2017,9904.896,"X","","0"
"Sweden",752,"Rural population",4105,2017,1273.943,"X","","0"
"Sweden",752,"Urban population",4106,2017,8636.758,"X","","0"
"Sweden",752,"Flood occurrence (WRI)",4543,2017,0.4,"I","","0"
"Sweden",752,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Sweden",752,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Sweden",752,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Switzerland",756,"Total population",4104,2017,8455.804,"X","","0"
"Switzerland",756,"Rural population",4105,2017,2224.037,"X","","0"
"Switzerland",756,"Urban population",4106,2017,6251.968,"X","","0"
"Switzerland",756,"Flood occurrence (WRI)",4543,2017,3.2,"I","","0"
"Switzerland",756,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Switzerland",756,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Switzerland",756,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Syrian Arab Republic",760,"Total population",4104,2017,17095.678,"X","","0"
"Syrian Arab Republic",760,"Rural population",4105,2017,8495.489,"X","","0"
"Syrian Arab Republic",760,"Urban population",4106,2017,9774.379,"X","","0"
"Syrian Arab Republic",760,"% of area equipped for irrigation salinized",4445,2017,4.4742729306,"E","","0"
"Syrian Arab Republic",760,"Flood occurrence (WRI)",4543,2017,2.7,"I","","0"
"Syrian Arab Republic",760,"Total population with access to safe drinking-water (JMP)",4114,2017,90.1,"I","","0"
"Syrian Arab Republic",760,"Rural population with access to safe drinking-water (JMP)",4115,2017,87.2,"I","","0"
"Syrian Arab Republic",760,"Urban population with access to safe drinking-water (JMP)",4116,2017,92.3,"I","","0"
"Tajikistan",762,"Total population",4104,2017,8880.268,"X","","0"
"Tajikistan",762,"Rural population",4105,2017,6514.203,"X","","0"
"Tajikistan",762,"Urban population",4106,2017,2407.14,"X","","0"
"Tajikistan",762,"% of area equipped for irrigation salinized",4445,2017,3.1303058887,"I","","0"
"Tajikistan",762,"Flood occurrence (WRI)",4543,2017,3.7,"I","","0"
"Tajikistan",762,"Total population with access to safe drinking-water (JMP)",4114,2017,73.8,"I","","0"
"Tajikistan",762,"Rural population with access to safe drinking-water (JMP)",4115,2017,66.7,"I","","0"
"Tajikistan",762,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.1,"I","","0"
"Thailand",764,"Total population",4104,2017,69209.81,"X","","0"
"Thailand",764,"Rural population",4105,2017,35071.057,"X","","0"
"Thailand",764,"Urban population",4106,2017,33966.456,"X","","0"
"Thailand",764,"% of area equipped for irrigation salinized",4445,2017,6.2353858145,"E","","0"
"Thailand",764,"Flood occurrence (WRI)",4543,2017,3.7,"I","","0"
"Thailand",764,"Total population with access to safe drinking-water (JMP)",4114,2017,97.8,"I","","0"
"Thailand",764,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.0,"I","","0"
"Thailand",764,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.6,"I","","0"
"Thailand",764,"Population affected by water related disease",4403,2017,960.0,"I","","0"
"Timor-Leste",626,"Total population",4104,2017,1243.258,"X","","0"
"Timor-Leste",626,"Rural population",4105,2017,904.669,"X","","0"
"Timor-Leste",626,"Urban population",4106,2017,391.642,"X","","0"
"Timor-Leste",626,"Flood occurrence (WRI)",4543,2017,2.2,"I","","0"
"Timor-Leste",626,"Total population with access to safe drinking-water (JMP)",4114,2017,71.9,"I","","0"
"Timor-Leste",626,"Rural population with access to safe drinking-water (JMP)",4115,2017,60.5,"I","","0"
"Timor-Leste",626,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.2,"I","","0"
"Togo",768,"Total population",4104,2017,7698.474,"X","","0"
"Togo",768,"Rural population",4105,2017,4588.034,"X","","0"
"Togo",768,"Urban population",4106,2017,3209.66,"X","","0"
"Togo",768,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Togo",768,"Total population with access to safe drinking-water (JMP)",4114,2017,63.1,"I","","0"
"Togo",768,"Rural population with access to safe drinking-water (JMP)",4115,2017,44.2,"I","","0"
"Togo",768,"Urban population with access to safe drinking-water (JMP)",4116,2017,91.4,"I","","0"
"Tokelau",772,"Total population",4104,2017,1.3,"X","","0"
"Tokelau",772,"Rural population",4105,2017,1.3,"X","","0"
"Tokelau",772,"Urban population",4106,2017,0.0,"X","","0"
"Tokelau",772,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Tokelau",772,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Tonga",776,"Total population",4104,2017,101.998,"X","","0"
"Tonga",776,"Rural population",4105,2017,82.993,"X","","0"
"Tonga",776,"Urban population",4106,2017,25.027,"X","","0"
"Tonga",776,"Total population with access to safe drinking-water (JMP)",4114,2017,99.6,"I","","0"
"Tonga",776,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.6,"I","","0"
"Tonga",776,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.7,"I","","0"
"Trinidad and Tobago",780,"Total population",4104,2017,1384.059,"X","","0"
"Trinidad and Tobago",780,"Rural population",4105,2017,640.679,"X","","0"
"Trinidad and Tobago",780,"Urban population",4106,2017,728.446,"X","","0"
"Trinidad and Tobago",780,"Flood occurrence (WRI)",4543,2017,2.2,"I","","0"
"Trinidad and Tobago",780,"Total population with access to safe drinking-water (JMP)",4114,2017,95.1,"I","","0"
"Trinidad and Tobago",780,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.1,"I","","0"
"Trinidad and Tobago",780,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.1,"I","","0"
"Tunisia",788,"Total population",4104,2017,11433.443,"X","","0"
"Tunisia",788,"Rural population",4105,2017,3616.197,"X","","0"
"Tunisia",788,"Urban population",4106,2017,7915.93,"X","","0"
"Tunisia",788,"% of area equipped for irrigation salinized",4445,2017,17.6736539252,"E","","0"
"Tunisia",788,"Flood occurrence (WRI)",4543,2017,2.6,"I","","0"
"Tunisia",788,"Total population with access to safe drinking-water (JMP)",4114,2017,97.7,"I","","0"
"Tunisia",788,"Rural population with access to safe drinking-water (JMP)",4115,2017,93.2,"I","","0"
"Tunisia",788,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Turkey",792,"Total population",4104,2017,81116.45,"X","","0"
"Turkey",792,"Rural population",4105,2017,20473.563,"X","","0"
"Turkey",792,"Urban population",4106,2017,60271.457,"X","","0"
"Turkey",792,"% of area equipped for irrigation salinized",4445,2017,28.376611246,"E","","0"
"Turkey",792,"Flood occurrence (WRI)",4543,2017,2.6,"I","","0"
"Turkey",792,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Turkey",792,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Turkey",792,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Turkmenistan",795,"Total population",4104,2017,5757.667,"X","","0"
"Turkmenistan",795,"Rural population",4105,2017,2812.629,"X","","0"
"Turkmenistan",795,"Urban population",4106,2017,2945.446,"X","","0"
"Turkmenistan",795,"% of area equipped for irrigation salinized",4445,2017,68.006027122,"E","","0"
"Turkmenistan",795,"Flood occurrence (WRI)",4543,2017,1.8,"I","","0"
"Turkmenistan",795,"Total population with access to safe drinking-water (JMP)",4114,2017,60.4,"I","","0"
"Turkmenistan",795,"Rural population with access to safe drinking-water (JMP)",4115,2017,34.6,"I","","0"
"Turkmenistan",795,"Urban population with access to safe drinking-water (JMP)",4116,2017,89.1,"I","","0"
"Turkmenistan",795,"Population affected by water related disease",4403,2017,12.29,"I","","0"
"Tuvalu",798,"Total population",4104,2017,11.37,"X","","0"
"Tuvalu",798,"Rural population",4105,2017,4.306,"X","","0"
"Tuvalu",798,"Urban population",4106,2017,6.886,"X","","0"
"Tuvalu",798,"Total population with access to safe drinking-water (JMP)",4114,2017,97.7,"I","","0"
"Tuvalu",798,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.0,"I","","0"
"Tuvalu",798,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.3,"I","","0"
"Uganda",800,"Total population",4104,2017,41166.588,"X","","0"
"Uganda",800,"Rural population",4105,2017,32920.646,"X","","0"
"Uganda",800,"Urban population",4106,2017,9942.312,"X","","0"
"Uganda",800,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Uganda",800,"Total population with access to safe drinking-water (JMP)",4114,2017,79.0,"I","","0"
"Uganda",800,"Rural population with access to safe drinking-water (JMP)",4115,2017,75.8,"I","","0"
"Uganda",800,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.5,"I","","0"
"Ukraine",804,"Total population",4104,2017,44487.709,"X","","0"
"Ukraine",804,"Rural population",4105,2017,13600.408,"X","","0"
"Ukraine",804,"Urban population",4106,2017,30622.539,"X","","0"
"Ukraine",804,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Ukraine",804,"Total population with access to safe drinking-water (JMP)",4114,2017,96.2,"I","","0"
"Ukraine",804,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.8,"I","","0"
"Ukraine",804,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.5,"I","","0"
"United Arab Emirates",784,"Total population",4104,2017,9487.203,"X","","0"
"United Arab Emirates",784,"Rural population",4105,2017,1292.709,"X","","0"
"United Arab Emirates",784,"Urban population",4106,2017,8107.436,"X","","0"
"United Arab Emirates",784,"Flood occurrence (WRI)",4543,2017,1.2,"I","","0"
"United Arab Emirates",784,"Total population with access to safe drinking-water (JMP)",4114,2017,99.6,"I","","0"
"United Arab Emirates",784,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"United Arab Emirates",784,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.6,"I","","0"
"United Kingdom",826,"Total population",4104,2017,66727.461,"X","","0"
"United Kingdom",826,"Rural population",4105,2017,11156.164,"X","","0"
"United Kingdom",826,"Urban population",4106,2017,55025.421,"X","","0"
"United Kingdom",826,"Flood occurrence (WRI)",4543,2017,3.4,"I","","0"
"United Kingdom",826,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"United Kingdom",826,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"United Kingdom",826,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"United Republic of Tanzania",834,"Total population",4104,2017,54660.339,"X","","0"
"United Republic of Tanzania",834,"Rural population",4105,2017,38367.191,"X","","0"
"United Republic of Tanzania",834,"Urban population",4106,2017,18942.828,"X","","0"
"United Republic of Tanzania",834,"% of area equipped for irrigation salinized",4445,2017,13.7551581843,"E","","0"
"United Republic of Tanzania",834,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"United Republic of Tanzania",834,"Total population with access to safe drinking-water (JMP)",4114,2017,55.6,"I","","0"
"United Republic of Tanzania",834,"Rural population with access to safe drinking-water (JMP)",4115,2017,45.5,"I","","0"
"United Republic of Tanzania",834,"Urban population with access to safe drinking-water (JMP)",4116,2017,77.2,"I","","0"
"United States of America",840,"Total population",4104,2017,325084.756,"X","","0"
"United States of America",840,"Rural population",4105,2017,58215.947,"X","","0"
"United States of America",840,"Urban population",4106,2017,266243.516,"X","","0"
"United States of America",840,"% of area equipped for irrigation salinized",4445,2017,15.7256252808,"E","","0"
"United States of America",840,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"United States of America",840,"Total population with access to safe drinking-water (JMP)",4114,2017,99.2,"I","","0"
"United States of America",840,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.2,"I","","0"
"United States of America",840,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.4,"I","","0"
"Uruguay",858,"Total population",4104,2017,3436.641,"X","","0"
"Uruguay",858,"Rural population",4105,2017,164.541,"X","","0"
"Uruguay",858,"Urban population",4106,2017,3292.209,"X","","0"
"Uruguay",858,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Uruguay",858,"Total population with access to safe drinking-water (JMP)",4114,2017,99.7,"I","","0"
"Uruguay",858,"Rural population with access to safe drinking-water (JMP)",4115,2017,93.9,"I","","0"
"Uruguay",858,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Uzbekistan",860,"Total population",4104,2017,31959.785,"X","","0"
"Uzbekistan",860,"Rural population",4105,2017,15779.684,"X","","0"
"Uzbekistan",860,"Urban population",4106,2017,16130.957,"X","","0"
"Uzbekistan",860,"% of area equipped for irrigation salinized",4445,2017,27.2811701881,"E","","0"
"Uzbekistan",860,"Flood occurrence (WRI)",4543,2017,2.7,"I","","0"
"Uzbekistan",860,"Total population with access to safe drinking-water (JMP)",4114,2017,87.3,"I","","0"
"Uzbekistan",860,"Rural population with access to safe drinking-water (JMP)",4115,2017,80.9,"I","","0"
"Uzbekistan",860,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.5,"I","","0"
"Uzbekistan",860,"Population affected by water related disease",4403,2017,271.8,"I","","0"
"Vanuatu",548,"Total population",4104,2017,285.51,"X","","0"
