

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Spain",724,"National Rainfall Index (NRI)",4472,2017,536.0,"I","","0"
"Spain",724,"Total internal renewable water resources per capita",4158,2017,2383.8398978825,"E","","0"
"Spain",724,"Dependency ratio",4192,2017,0.269058296,"E","","0"
"Spain",724,"Total renewable water resources per capita",4190,2017,2390.2711206286,"E","","0"
"Spain",724,"Interannual variability (WRI)",4541,2017,2.3,"I","","0"
"Spain",724,"Seasonal variability (WRI)",4542,2017,2.1,"I","","0"
"Spain",724,"Dam capacity per capita",4471,2017,1153.6455986384,"E","","0"
"Sri Lanka",144,"National Rainfall Index (NRI)",4472,2017,1656.0,"I","","0"
"Sri Lanka",144,"Total internal renewable water resources per capita",4158,2017,2499.0496038628,"E","","0"
"Sri Lanka",144,"Dependency ratio",4192,2017,0.0,"E","","0"
"Sri Lanka",144,"Total renewable water resources per capita",4190,2017,2499.0496038628,"E","","0"
"Sri Lanka",144,"Interannual variability (WRI)",4541,2017,1.6,"I","","0"
"Sri Lanka",144,"Seasonal variability (WRI)",4542,2017,3.0,"I","","0"
"Sri Lanka",144,"Dam capacity per capita",4471,2017,281.2377414051,"E","","0"
"Sudan",729,"Total internal renewable water resources per capita",4158,2017,98.0070343079,"E","","0"
"Sudan",729,"Dependency ratio",4192,2017,96.1277831559,"E","","0"
"Sudan",729,"Total renewable water resources per capita",4190,2017,926.1664742094,"E","","0"
"Sudan",729,"Interannual variability (WRI)",4541,2017,1.4,"I","","0"
"Sudan",729,"Seasonal variability (WRI)",4542,2017,3.5,"I","","0"
"Sudan",729,"Dam capacity per capita",4471,2017,520.1723345891,"E","","0"
"Suriname",740,"National Rainfall Index (NRI)",4472,2017,1848.0,"I","","0"
"Suriname",740,"Total internal renewable water resources per capita",4158,2017,173533.206192506,"E","","0"
"Suriname",740,"Dependency ratio",4192,2017,0.0,"E","","0"
"Suriname",740,"Total renewable water resources per capita",4190,2017,173533.206192506,"E","","0"
"Suriname",740,"Interannual variability (WRI)",4541,2017,1.8,"I","","0"
"Suriname",740,"Seasonal variability (WRI)",4542,2017,2.6,"I","","0"
"Suriname",740,"Dam capacity per capita",4471,2017,35057.2133722235,"E","","0"
"Sweden",752,"National Rainfall Index (NRI)",4472,2017,700.4,"I","","0"
"Sweden",752,"Total internal renewable water resources per capita",4158,2017,17264.1893463596,"E","","0"
"Sweden",752,"Dependency ratio",4192,2017,1.724137931,"E","","0"
"Sweden",752,"Total renewable water resources per capita",4190,2017,17567.069861208,"E","","0"
"Sweden",752,"Interannual variability (WRI)",4541,2017,1.5,"I","","0"
"Sweden",752,"Seasonal variability (WRI)",4542,2017,1.2,"I","","0"
"Sweden",752,"Dam capacity per capita",4471,2017,3630.4268111447,"E","","0"
"Switzerland",756,"National Rainfall Index (NRI)",4472,2017,1450.0,"I","","0"
"Switzerland",756,"Total internal renewable water resources per capita",4158,2017,4777.7834017912,"E","","0"
"Switzerland",756,"Dependency ratio",4192,2017,24.4859813084,"E","","0"
"Switzerland",756,"Total renewable water resources per capita",4190,2017,6327.0151484117,"E","","0"
"Switzerland",756,"Interannual variability (WRI)",4541,2017,0.8,"I","","0"
"Switzerland",756,"Seasonal variability (WRI)",4542,2017,0.8,"I","","0"
"Switzerland",756,"Dam capacity per capita",4471,2017,395.4088812844,"E","","0"
"Syrian Arab Republic",760,"National Rainfall Index (NRI)",4472,2017,375.8,"I","","0"
"Syrian Arab Republic",760,"Total internal renewable water resources per capita",4158,2017,417.1814653973,"E","","0"
"Syrian Arab Republic",760,"Dependency ratio",4192,2017,72.3587318812,"E","","0"
"Syrian Arab Republic",760,"Total renewable water resources per capita",4190,2017,982.821506114,"E","","0"
"Syrian Arab Republic",760,"Interannual variability (WRI)",4541,2017,1.8,"I","","0"
"Syrian Arab Republic",760,"Seasonal variability (WRI)",4542,2017,2.9,"I","","0"
"Syrian Arab Republic",760,"Dam capacity per capita",4471,2017,1149.4133195536,"E","","0"
"Tajikistan",762,"National Rainfall Index (NRI)",4472,2017,338.6,"I","","0"
"Tajikistan",762,"Total internal renewable water resources per capita",4158,2017,7146.1807233746,"E","","0"
"Tajikistan",762,"Dependency ratio",4192,2017,17.3375016282,"E","","0"
"Tajikistan",762,"Total renewable water resources per capita",4190,2017,2467.2678797532,"E","","0"
"Tajikistan",762,"Interannual variability (WRI)",4541,2017,2.1,"I","","0"
"Tajikistan",762,"Seasonal variability (WRI)",4542,2017,3.6,"I","","0"
"Tajikistan",762,"Dam capacity per capita",4471,2017,3322.5348604344,"E","","0"
"Thailand",764,"National Rainfall Index (NRI)",4472,2017,1724.0,"I","","0"
"Thailand",764,"Total internal renewable water resources per capita",4158,2017,3243.9042962262,"E","","0"
"Thailand",764,"Dependency ratio",4192,2017,48.8132965505,"E","","0"
"Thailand",764,"Total renewable water resources per capita",4190,2017,6337.3963893269,"E","","0"
"Thailand",764,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"Thailand",764,"Seasonal variability (WRI)",4542,2017,3.5,"I","","0"
"Thailand",764,"Dam capacity per capita",4471,2017,1144.7929130278,"E","","0"
"Timor-Leste",626,"Total internal renewable water resources per capita",4158,2017,6607.6389615028,"E","","0"
"Timor-Leste",626,"Dependency ratio",4192,2017,0.0,"E","","0"
"Timor-Leste",626,"Total renewable water resources per capita",4190,2017,6607.6389615028,"E","","0"
"Timor-Leste",626,"Interannual variability (WRI)",4541,2017,2.7,"I","","0"
"Timor-Leste",626,"Seasonal variability (WRI)",4542,2017,3.6,"I","","0"
"Togo",768,"National Rainfall Index (NRI)",4472,2017,1071.0,"I","","0"
"Togo",768,"Total internal renewable water resources per capita",4158,2017,1493.8025380095,"E","","0"
"Togo",768,"Dependency ratio",4192,2017,21.768707483,"E","","0"
"Togo",768,"Total renewable water resources per capita",4190,2017,1909.4693311947,"E","","0"
"Togo",768,"Interannual variability (WRI)",4541,2017,1.3,"I","","0"
"Togo",768,"Seasonal variability (WRI)",4542,2017,3.0,"I","","0"
"Togo",768,"Dam capacity per capita",4471,2017,223.0921348828,"E","","0"
"Tokelau",772,"Dependency ratio",4192,2017,0.0,"","","6433"
"Tokelau",772,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Tonga",776,"Dependency ratio",4192,2017,0.0,"","","6433"
"Tonga",776,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Trinidad and Tobago",780,"National Rainfall Index (NRI)",4472,2017,1839.0,"I","","0"
"Trinidad and Tobago",780,"Total internal renewable water resources per capita",4158,2017,2774.4481991013,"E","","0"
"Trinidad and Tobago",780,"Dependency ratio",4192,2017,0.0,"E","","0"
"Trinidad and Tobago",780,"Total renewable water resources per capita",4190,2017,2774.4481991013,"E","","0"
"Trinidad and Tobago",780,"Dam capacity per capita",4471,2017,51.6379720807,"E","","0"
"Tunisia",788,"National Rainfall Index (NRI)",4472,2017,326.1,"I","","0"
"Tunisia",788,"Total internal renewable water resources per capita",4158,2017,366.9061016878,"E","","0"
"Tunisia",788,"Dependency ratio",4192,2017,9.1007583965,"E","","0"
"Tunisia",788,"Total renewable water resources per capita",4190,2017,403.6404432156,"E","","0"
"Tunisia",788,"Interannual variability (WRI)",4541,2017,2.0,"I","","0"
"Tunisia",788,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"Tunisia",788,"Dam capacity per capita",4471,2017,235.3952348387,"E","","0"
"Turkey",792,"National Rainfall Index (NRI)",4472,2017,614.5,"I","","0"
"Turkey",792,"Total internal renewable water resources per capita",4158,2017,2798.4459379078,"E","","0"
"Turkey",792,"Dependency ratio",4192,2017,1.5184381779,"E","","0"
"Turkey",792,"Total renewable water resources per capita",4190,2017,2608.5954205343,"E","","0"
"Turkey",792,"Interannual variability (WRI)",4541,2017,1.5,"I","","0"
"Turkey",792,"Seasonal variability (WRI)",4542,2017,2.6,"I","","0"
"Turkey",792,"Dam capacity per capita",4471,2017,1945.6728182878,"E","","0"
"Turkmenistan",795,"National Rainfall Index (NRI)",4472,2017,71.38,"I","","0"
"Turkmenistan",795,"Total internal renewable water resources per capita",4158,2017,244.0224486758,"E","","0"
"Turkmenistan",795,"Dependency ratio",4192,2017,96.9956163798,"E","","0"
"Turkmenistan",795,"Total renewable water resources per capita",4190,2017,4301.2213106454,"E","","0"
"Turkmenistan",795,"Interannual variability (WRI)",4541,2017,2.4,"I","","0"
"Turkmenistan",795,"Seasonal variability (WRI)",4542,2017,1.8,"I","","0"
"Turkmenistan",795,"Dam capacity per capita",4471,2017,971.6609175209,"E","","0"
"Tuvalu",798,"Dependency ratio",4192,2017,0.0,"","","6433"
"Tuvalu",798,"Total renewable water resources per capita",4190,2017,0.0,"E","","0"
"Uganda",800,"National Rainfall Index (NRI)",4472,2017,1350.0,"I","","0"
"Uganda",800,"Total internal renewable water resources per capita",4158,2017,947.3702314119,"E","","0"
"Uganda",800,"Dependency ratio",4192,2017,35.1081530782,"E","","0"
"Uganda",800,"Total renewable water resources per capita",4190,2017,1459.9218181502,"E","","0"
"Uganda",800,"Interannual variability (WRI)",4541,2017,1.7,"I","","0"
"Uganda",800,"Seasonal variability (WRI)",4542,2017,1.6,"I","","0"
"Uganda",800,"Dam capacity per capita",4471,2017,1943.3417702725,"E","","0"
"Ukraine",804,"National Rainfall Index (NRI)",4472,2017,1813.0,"I","","0"
"Ukraine",804,"Total internal renewable water resources per capita",4158,2017,1238.5443359198,"E","","0"
"Ukraine",804,"Dependency ratio",4192,2017,68.5645823825,"E","","0"
"Ukraine",804,"Total renewable water resources per capita",4190,2017,3939.9646315795,"E","","0"
"Ukraine",804,"Interannual variability (WRI)",4541,2017,1.3,"I","","0"
"Ukraine",804,"Seasonal variability (WRI)",4542,2017,1.2,"I","","0"
"Ukraine",804,"Dam capacity per capita",4471,2017,1245.2585499514,"E","","0"
"United Arab Emirates",784,"National Rainfall Index (NRI)",4472,2017,51.95,"I","","0"
"United Arab Emirates",784,"Total internal renewable water resources per capita",4158,2017,15.8107716257,"E","","0"
"United Arab Emirates",784,"Dependency ratio",4192,2017,0.0,"E","","0"
"United Arab Emirates",784,"Total renewable water resources per capita",4190,2017,15.8107716257,"E","","0"
"United Arab Emirates",784,"Interannual variability (WRI)",4541,2017,3.6,"I","","0"
"United Arab Emirates",784,"Seasonal variability (WRI)",4542,2017,0.6,"I","","0"
"United Arab Emirates",784,"Dam capacity per capita",4471,2017,6.4371237761,"E","","0"
"United Kingdom",826,"National Rainfall Index (NRI)",4472,2017,1082.0,"I","","0"
"United Kingdom",826,"Total internal renewable water resources per capita",4158,2017,2173.0183919331,"E","","0"
"United Kingdom",826,"Dependency ratio",4192,2017,1.3605442177,"E","","0"
"United Kingdom",826,"Total renewable water resources per capita",4190,2017,2202.9910594081,"E","","0"
"United Kingdom",826,"Interannual variability (WRI)",4541,2017,1.0,"I","","0"
"United Kingdom",826,"Seasonal variability (WRI)",4542,2017,1.7,"I","","0"
"United Kingdom",826,"Dam capacity per capita",4471,2017,79.0004582971,"E","","0"
"United Republic of Tanzania",834,"National Rainfall Index (NRI)",4472,2017,1114.0,"I","","0"
"United Republic of Tanzania",834,"Total internal renewable water resources per capita",4158,2017,1536.7632461994,"E","","0"
"United Republic of Tanzania",834,"Dependency ratio",4192,2017,12.7454035525,"E","","0"
"United Republic of Tanzania",834,"Total renewable water resources per capita",4190,2017,1761.2404489478,"E","","0"
"United Republic of Tanzania",834,"Interannual variability (WRI)",4541,2017,2.7,"I","","0"
"United Republic of Tanzania",834,"Seasonal variability (WRI)",4542,2017,3.2,"I","","0"
"United Republic of Tanzania",834,"Dam capacity per capita",4471,2017,1906.2944340686,"E","","0"
"United States of America",840,"National Rainfall Index (NRI)",4472,2017,938.7,"I","","0"
"United States of America",840,"Total internal renewable water resources per capita",4158,2017,8668.5085904182,"E","","0"
"United States of America",840,"Dependency ratio",4192,2017,8.1785597915,"E","","0"
"United States of America",840,"Total renewable water resources per capita",4190,2017,9440.6149268962,"E","","0"
"United States of America",840,"Interannual variability (WRI)",4541,2017,2.1,"I","","0"
"United States of America",840,"Seasonal variability (WRI)",4542,2017,1.7,"I","","0"
"United States of America",840,"Dam capacity per capita",4471,2017,2263.6170017428,"E","","0"
"Uruguay",858,"National Rainfall Index (NRI)",4472,2017,1550.0,"I","","0"
"Uruguay",858,"Total internal renewable water resources per capita",4158,2017,26828.5223856667,"E","","0"
"Uruguay",858,"Dependency ratio",4192,2017,46.4576074332,"E","","0"
"Uruguay",858,"Total renewable water resources per capita",4190,2017,50107.0667550087,"E","","0"
"Uruguay",858,"Interannual variability (WRI)",4541,2017,1.7,"I","","0"
"Uruguay",858,"Seasonal variability (WRI)",4542,2017,1.1,"I","","0"
"Uruguay",858,"Dam capacity per capita",4471,2017,4991.4057039999,"E","","0"
"Uzbekistan",860,"National Rainfall Index (NRI)",4472,2017,188.8,"I","","0"
"Uzbekistan",860,"Total internal renewable water resources per capita",4158,2017,511.267519478,"E","","0"
"Uzbekistan",860,"Dependency ratio",4192,2017,80.0707403342,"E","","0"
"Uzbekistan",860,"Total renewable water resources per capita",4190,2017,1529.1091601524,"E","","0"
"Uzbekistan",860,"Interannual variability (WRI)",4541,2017,2.2,"I","","0"
"Uzbekistan",860,"Seasonal variability (WRI)",4542,2017,3.2,"I","","0"
"Uzbekistan",860,"Dam capacity per capita",4471,2017,688.7374242349,"E","","0"
"Vanuatu",548,"Total internal renewable water resources per capita",4158,2017,35025.0429056776,"E","","0"
"Vanuatu",548,"Dependency ratio",4192,2017,0.0,"","","6433"
"Vanuatu",548,"Total renewable water resources per capita",4190,2017,35025.0429056776,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"National Rainfall Index (NRI)",4472,2017,1813.0,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Total internal renewable water resources per capita",4158,2017,27378.6391653168,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Dependency ratio",4192,2017,39.2452830189,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Total renewable water resources per capita",4190,2017,45064.219744155,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Interannual variability (WRI)",4541,2017,2.7,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Seasonal variability (WRI)",4542,2017,2.3,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Dam capacity per capita",4471,2017,5360.9654204726,"E","","0"
"Viet Nam",704,"National Rainfall Index (NRI)",4472,2017,1991.0,"I","","0"
"Viet Nam",704,"Total internal renewable water resources per capita",4158,2017,3799.339725453,"E","","0"
"Viet Nam",704,"Dependency ratio",4192,2017,59.347147446,"E","","0"
"Viet Nam",704,"Total renewable water resources per capita",4190,2017,9345.8133606019,"E","","0"
"Viet Nam",704,"Interannual variability (WRI)",4541,2017,0.7,"I","","0"
"Viet Nam",704,"Seasonal variability (WRI)",4542,2017,3.2,"I","","0"
"Viet Nam",704,"Dam capacity per capita",4471,2017,472.6774176008,"E","","0"
"Yemen",887,"National Rainfall Index (NRI)",4472,2017,232.7,"I","","0"
"Yemen",887,"Total internal renewable water resources per capita",4158,2017,75.4450747461,"E","","0"
"Yemen",887,"Dependency ratio",4192,2017,0.0,"E","","0"
"Yemen",887,"Total renewable water resources per capita",4190,2017,75.4450747461,"E","","0"
"Yemen",887,"Interannual variability (WRI)",4541,2017,4.9,"I","","0"
"Yemen",887,"Seasonal variability (WRI)",4542,2017,2.4,"I","","0"
"Yemen",887,"Dam capacity per capita",4471,2017,16.6158795572,"E","","0"
"Zambia",894,"National Rainfall Index (NRI)",4472,2017,1065.0,"I","","0"
"Zambia",894,"Total internal renewable water resources per capita",4158,2017,4758.6275192616,"E","","0"
"Zambia",894,"Dependency ratio",4192,2017,23.4732824427,"E","","0"
"Zambia",894,"Total renewable water resources per capita",4190,2017,6218.2564092097,"E","","0"
"Zambia",894,"Interannual variability (WRI)",4541,2017,2.1,"I","","0"
"Zambia",894,"Seasonal variability (WRI)",4542,2017,4.4,"I","","0"
"Zambia",894,"Dam capacity per capita",4471,2017,6000.7005031982,"E","","0"
"Zimbabwe",716,"National Rainfall Index (NRI)",4472,2017,722.5,"I","","0"
"Zimbabwe",716,"Total internal renewable water resources per capita",4158,2017,861.1609728309,"E","","0"
"Zimbabwe",716,"Dependency ratio",4192,2017,38.7,"E","","0"
"Zimbabwe",716,"Total renewable water resources per capita",4190,2017,1404.830298256,"E","","0"
"Zimbabwe",716,"Interannual variability (WRI)",4541,2017,3.1,"I","","0"
"Zimbabwe",716,"Seasonal variability (WRI)",4542,2017,3.7,"I","","0"
"Zimbabwe",716,"Dam capacity per capita",4471,2017,7019.2307921943,"E","","0"
""

-- Coverage
-- Computation information
-- General
-- Accuracy
(c)  FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Recommended citation:<br/>
FAO [Year of publication].AQUASTAT Database. AQUASTAT&nbsp;<a href=""http://www.fao.org/nr/water/aquastat/data/query/index.html?lang=en"" target=""_blank"">Website</a>&nbsp;accessed on&nbsp;[11/05/2021 11:39]
 
